idZonGlac,SUM_Shape_,q1_SN,q1_Max,q1_Min,q2_SN,q2_Max,q2_Min,SN_1718q1,G_1718q1,P_1718q1,SC_1718q1,niev_17q1,niev_18q1,SN_1819q1,G_1819q1,P_1819q1,SC_1819q1,SN_1920q1,G_1920q1,P_1920q1,SC_1920q1,niev_19q1,SN_2021q1,G_2021q1,P_2021q1,SC_2021q1,niev_20q1,niev_21q1,SN_1718q2,G_1718q2,P_1718q2,SC_1718q2,niev_17q2,SN_1819q2,G_1819q2,P_1819q2,SC_1819q2,niev_18q2,SN_1920q2,G_1920q2,P_1920q2,SC_1920q2,niev_19q2,niev_20q2,Nombre_Gla,X,Y
1486,54.564,43.568,10.996,0.033,5.595,48.968,1.163,46.073,8.344,0.089,0.057,0.146,8.401,45.723,0.439,5.01,3.391,45.463,5.27,0.195,3.635,3.831,44.512,1.147,1.781,7.124,8.906,8.271,28.148,1.171,8.597,16.648,25.245,14.338,22.406,0.919,16.9,17.819,6.254,3.798,5.791,38.721,44.512,42.519,Complejo Glaciar FUTALEUFÚ || Rio Blanco y Rio Espolon Hasta Desembocadura Lago Espolon-5,-72.10724116,-42.94063991
1487,934.715,569.49,365.226,45.048,65.243,869.473,102.258,657.946,193.643,22.272,60.853,83.126,254.497,635.187,45.031,84.586,169.911,611.584,108.189,35.319,179.623,214.942,612.444,34.459,67.117,220.695,287.812,255.154,483.727,14.856,213.425,222.707,436.132,289.435,407.717,7.262,230.301,237.563,78.241,79.296,80.424,696.755,777.178,776.05,Complejo Glaciar CHAITÉN || Rio Amarillo/Rio Blanco y Rio Espolon Hasta Desembocadura Lago Espolon-1,-72.21840807,-42.94511283
1498,420.12,286.364,133.756,1.387,33.674,386.446,25.935,329.668,88.083,0.568,1.801,2.369,89.884,321.896,8.339,37.463,52.422,297.754,61.605,4.875,55.886,60.761,296.099,6.53,44.715,72.775,117.49,79.306,181.066,32.401,78.803,127.85,206.653,132.766,127.103,35.718,124.532,160.25,44.861,39.702,42.947,292.611,335.557,332.312,Complejo Glaciar CHAITÉN || Rio Amarillo-1,-72.32200748,-42.92717731
1534,27.369,15.585,11.784,0.946,3.534,23.834,1.237,19.443,6.777,0.113,1.035,1.148,7.813,18.788,0.768,3.114,4.699,16.119,5.783,0.081,5.386,5.467,15.9,0.299,3.146,8.023,11.169,8.322,23.486,0.493,0.752,2.637,3.389,11.153,13.086,0.113,3.017,3.13,3.793,10.522,0.162,12.892,13.053,23.414,Complejo Glaciar CHAITÉN || Rio Amarillo/Rio Blanco y Rio Espolon Hasta Desembocadura Lago Espolon-2,-72.13776232,-42.9055485
1538,1.023,0.918,0.106,0,0.966,0.057,0,0.934,0.089,0,0,0,0.089,0.934,0,0.089,0,1.007,0.016,0,0,0,0.983,0.024,0.016,0,0.016,0.024,1.023,0,0,0,0,1.023,0,0,0,0,0.983,0.041,0,0,0,0.041,Complejo Glaciar CHAITÉN || Rio Amarillo-2,-72.20389187,-42.89424661
1539,15.195,10.79,4.405,0,2.869,12.325,0,14.685,0.509,0,0,0,0.509,14.661,0.024,0.509,0,11.436,3.734,0.024,0,0.024,11.113,0.348,1.673,2.061,3.734,2.409,14.79,0.396,0.008,0,0.008,14.524,0.275,0.364,0.032,0.396,3.12,9.513,0.032,2.53,2.562,12.043,Complejo Glaciar CHAITÉN || Rio Amarillo-3,-72.21811116,-42.8949444
1542,1.762,0.617,1.145,0,0.561,1.201,0,1.698,0.064,0,0,0,0.064,1.546,0.152,0.064,0,0.617,0.993,0,0.152,0.152,0.617,0,0.881,0.264,1.145,0.264,1.762,0,0,0,0,1.506,0.256,0,0,0,1.417,0.232,0,0.112,0.112,0.344,Complejo Glaciar CHAITÉN || Rio Amarillo-4,-72.20552529,-42.89224246
1546,694.888,378.957,315.931,60.81,50.57,644.318,99.598,438.631,170.916,12.642,72.698,85.341,243.615,433.089,18.185,83.718,159.897,406.335,110.471,11.888,166.194,178.082,402.927,15.296,62.425,214.24,276.665,229.536,330.172,15.336,144.041,205.338,349.379,243.371,230.842,8.918,211.757,220.675,71.124,88.943,29.602,505.219,534.821,594.162,Complejo Glaciar CHAITÉN || Rio Amarillo-5,-72.24410735,-42.8976781
1547,1602.731,1086.973,515.758,72.9,128.136,1474.595,147.625,1191.312,318.114,10.158,83.147,93.305,401.261,1170.923,30.547,184.517,216.744,1186.614,168.826,20.341,226.951,247.291,1157.682,49.273,87.301,308.475,395.776,357.748,691.992,35.789,432.449,442.502,874.951,485.617,638.824,20.057,458.234,478.29,158.481,100.348,159.179,1184.724,1343.903,1285.072,Complejo Glaciar CHAITÉN-FUTALEUFÚ || Rio Amarillo-//Rio Blanco y Rio Espolon Hasta Desembocadura Lago Espolon,-72.18038681,-42.89503286
1560,662.009,394.224,267.785,29.162,71.597,590.411,67.654,449.74,165.638,10.386,36.245,46.631,201.883,436.538,23.587,78.486,123.397,428.644,86.381,17.429,129.555,146.984,420.156,25.916,40.432,175.505,215.936,201.421,298.536,26.305,157.216,179.951,337.167,223.271,232.481,20.382,185.874,206.256,85.278,51.71,63.159,461.862,525.021,513.572,Complejo Glaciar CHAITÉN || Rio Amarillo-6,-72.16176934,-42.85364538
1576,217.988,174.34,43.648,1.842,14.476,203.512,10.703,183.647,30.916,1.006,2.418,3.424,33.334,183.347,1.306,15.174,18.16,181.87,16.651,0.828,18.639,19.467,178.535,4.163,7.498,27.792,35.29,31.955,108.548,3.66,51.965,53.815,105.781,84.805,75.708,3.676,53.799,57.475,16.107,18.112,20.789,162.98,183.769,181.091,Complejo Glaciar CHAITÉN || Rio Amarillo/Rio Re¤ihue hasta junta Rio Cipreses-1,-72.22580909,-42.83253387
1578,11.116,11.116,0,0,11.059,0.057,0,11.116,0,0,0,0,0,11.116,0,0,0,11.116,0,0,0,0,11.116,0,0,0,0,0,11.108,0,0.008,0,0.008,11.116,0,0,0,0,11.059,0.057,0,0,0,0.057,Complejo Glaciar CHAITÉN || Rio Amarillo-7,-72.39069245,-42.81805848
1579,28.061,21.946,6.115,0.016,2.047,26.014,0,22.714,4.991,0.162,0.194,0.356,5.185,22.415,0.461,2.564,2.621,24.51,0.469,1.003,2.079,3.082,24.51,1.003,0.574,1.974,2.548,2.977,22.196,0.502,3.438,1.925,5.363,21.088,4.546,0.607,1.82,2.427,2.289,11.624,0.146,14.002,14.148,25.626,Complejo Glaciar CHAITÉN || Rio Amarillo/Rio Re¤ihue hasta junta Rio Cipreses-2,-72.30237917,-42.82151597
1580,89.735,60.438,29.297,1.308,5.864,83.871,3.054,68.406,19.355,0.309,1.665,1.974,21.02,67.52,1.194,11.85,9.17,67.439,11.932,0.934,9.43,10.364,62.923,5.45,4.841,16.521,21.362,21.971,30.743,2.843,18.015,38.134,56.149,15.392,33.366,2.664,38.313,40.977,6.936,1.714,17.885,63.199,81.085,64.913,Complejo Glaciar CHAITÉN || Rio Amarillo-8,-72.15387825,-42.83286309
1590,637.727,313.742,323.985,32.678,60.31,577.417,80.887,339.736,258.103,3.277,36.611,39.888,294.714,331.82,11.193,155.212,139.502,431.548,55.485,10.592,140.102,150.695,422.805,19.336,30.772,164.815,195.587,184.151,291.754,22.45,103.84,219.683,323.523,232.879,162.715,14.956,227.177,242.133,67.561,71.154,43.821,455.19,499.012,526.344,Complejo Glaciar CHAITÉN || Rio Amarillo/Rio Re¤ihue hasta junta Rio Cipreses-3,-72.26480942,-42.82403021
1594,246.678,194.836,51.842,0.057,19.29,227.389,0.982,196.085,50.236,0.203,0.154,0.357,50.39,195.964,0.324,43.455,6.936,231.688,7.73,0.787,6.473,7.26,229.765,2.709,4.583,9.621,14.204,12.33,72.633,58.113,34.451,81.483,115.933,59.711,47.373,63.134,76.461,139.595,41.191,25.747,17.189,162.551,179.74,188.298,Complejo Glaciar CHAITÉN || Rio Re¤ihue hasta junta Rio Cipreses-1,-72.29018097,-42.80835857
1629,583.109,282.846,300.262,38.234,131.761,451.347,59.012,401.714,118.096,14.761,48.538,63.299,166.634,319.716,96.758,63.794,102.84,314.146,69.364,101.192,98.407,199.598,390.55,24.788,30.829,136.941,167.77,161.73,311.499,21.459,96.564,153.586,250.15,272.73,135.334,13.462,161.584,175.045,153.765,36.082,85.594,307.667,393.262,343.75,Complejo Glaciar CHAITÉN || Rio Amarillo/Rio Re¤ihue hasta junta Rio Cipreses-4,-72.20207507,-42.79851892
1652,514.364,379.877,134.488,2.597,53.357,461.008,21.679,429.573,79.41,1.777,3.604,5.381,83.014,419.833,11.517,53.819,29.194,406.661,66.992,11.842,28.87,40.712,406.295,12.207,30.818,65.044,95.862,77.251,253.384,14.114,123.539,123.328,246.866,191.424,185.499,10.486,126.956,137.442,66.797,26.735,94.011,326.82,420.832,353.555,Complejo Glaciar CHAITÉN || Rio Amarillo/Rio Re¤ihue hasta junta Rio Cipreses-5,-72.16274745,-42.78625114
1657,18906.052,8957.151,9948.9,5430.81,1507.477,17398.575,5656.346,9390.548,3728.443,223.857,5563.204,5787.061,9291.647,9388.042,226.363,1539.103,7752.544,10010.644,916.5,253.074,7725.833,7978.907,9752.03,511.688,513.099,8129.235,8642.334,8640.922,5525.819,1308.384,1588.606,10483.243,12071.849,4310.067,2804.358,1241.189,10550.437,11791.627,1732.177,1471.778,675.667,15026.43,15702.096,16498.208,Volcán Michinmauhida,-72.45653949,-42.82997378
1658,640.648,434.769,205.879,29.121,74.844,565.804,58.892,474.042,130.523,3.335,32.748,36.083,163.272,465.708,11.668,79.672,83.6,472.751,72.629,10.97,84.297,95.268,465.846,17.875,44.149,112.778,156.927,130.653,250.425,27.109,123.058,240.055,363.114,189.107,184.377,20.358,246.806,267.165,90.091,42.631,63.266,444.66,507.926,487.292,Complejo Glaciar CHAITÉN || Rio Re¤ihue hasta junta Rio Cipreses-2,-72.14914387,-42.73927209
1672,677.79,321.087,356.704,97.581,40.847,636.943,131.641,366.135,204.902,4.468,102.285,106.753,307.187,350.962,19.641,87.396,219.791,362.956,75.402,16.77,222.662,239.432,356.193,23.534,39.193,258.871,298.064,282.404,199.355,20.963,141.154,316.318,457.472,149.482,191.027,14.443,322.838,337.281,53.628,42.34,49.946,531.876,581.823,574.216,Complejo Glaciar CHAITÉN || Rio Re¤ihue hasta junta Rio Cipreses-3,-72.18811018,-42.69489351
1691,3.323,1.86,1.464,0,1.229,2.094,0,1.884,1.439,0,0,0,1.439,1.876,0.008,0.889,0.55,2.531,0.234,0.146,0.412,0.558,2.304,0.372,0.137,0.509,0.647,0.881,3.299,0.024,0,0,0,2.03,1.269,0,0.024,0.024,1.302,1.035,0,0.986,0.986,2.021,Complejo Glaciar CHAITÉN-HUALAIHUÉ || Costeras Entre Rio Huequi y Rio Pillan (Incluido)/Rio Vodudahue -,-72.30490521,-42.63625603
1729,1892.964,1033.928,859.037,215.027,231.273,1661.691,299.551,1115.709,544.83,8.642,223.783,232.425,768.613,1092.639,31.713,289.188,479.425,1252.744,129.083,37.32,473.817,511.137,1196.46,93.605,45.289,557.611,602.9,651.216,695.815,48.024,515.763,633.363,1149.126,552.864,658.714,27.039,654.348,681.387,281.593,113.332,216.366,1281.674,1498.04,1395.005,Complejo Glaciar CHAITÉN-HUALAIHUÉ || Rio Re¤ihue hasta junta Rio Cipreses/Rio Vodudahue -,-72.162755,-42.65414367
1732,683.998,443.998,240,44.476,74.416,609.582,64.239,487.451,150.237,0.941,45.369,46.31,195.605,482.013,6.379,80.958,114.648,486.875,76.096,3.36,117.667,121.027,466.228,24.007,27.375,166.388,193.763,190.395,286.513,19.349,135.141,242.995,378.136,160.487,261.167,8.457,253.887,262.344,84.967,55.952,46.44,496.638,543.079,552.591,Complejo Glaciar HUALAIHUÉ || Rio Vodudahue-1,-72.11966216,-42.63635335
1754,45.241,27.991,17.25,2.505,3.153,42.088,3.534,30.771,9.533,1.175,3.761,4.937,13.294,29.774,2.172,4.191,9.103,31.931,2.035,2.707,8.568,11.276,31.622,3.016,2.918,7.685,10.603,10.7,14.008,10.303,2.456,18.474,20.93,12.054,4.41,9.565,19.212,28.777,5.18,8.844,0.34,30.877,31.217,39.721,Complejo Glaciar HUALAIHUÉ || Rio Vodudahue-2,-72.32311065,-42.60094734
1755,111.708,78.318,33.39,2.965,6.206,105.502,7.219,80.344,27.808,0.243,3.314,3.557,31.121,79.485,1.102,10.963,20.159,87.458,2.99,2.009,19.251,21.261,86.777,2.69,4.148,18.093,22.241,20.783,48.096,16.748,8.183,38.681,46.864,43.567,12.713,16.229,39.2,55.429,7.989,29.387,0.462,73.87,74.332,103.257,Complejo Glaciar HUALAIHUÉ || Rio Vodudahue-3,-72.30966556,-42.60200476
1793,2162.834,1343.491,819.343,110.752,244.923,1917.91,258.418,1504.709,532.174,7.863,118.088,125.951,650.261,1476.445,36.127,300.242,350.019,1513.871,262.816,27.907,358.239,386.146,1451.208,90.57,118.932,502.124,621.056,592.694,863.934,51.562,509.355,737.983,1247.338,560.04,813.249,28.564,760.981,789.545,283.331,161.064,144.826,1573.612,1718.439,1734.676,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue/Rio Vodudahue-1,-72.13003339,-42.5894623
1804,577.713,388.695,189.018,36.918,37.299,540.414,26.161,406.079,115.418,9.653,46.563,56.216,161.981,402.412,13.32,60.475,101.506,441.731,21.156,17.652,97.174,114.825,433.822,25.561,19.006,99.323,118.33,124.884,241.746,79.206,81.015,175.747,256.761,190.851,131.909,83.765,171.188,254.952,54.432,88.867,15.737,418.677,434.414,507.544,Complejo Glaciar HUALAIHUÉ || Rio Vodudahue-4,-72.24091209,-42.56897485
1807,742.715,391.846,350.87,113.159,73.668,669.048,100.558,419.726,186.519,10.597,125.874,136.471,312.393,410.224,20.099,79.453,232.939,459.574,30.103,31.564,221.474,253.038,444.376,46.762,36.927,214.65,251.577,261.412,274.987,96.858,64.629,306.242,370.871,264.203,75.412,109.451,293.649,403.1,104.729,148.95,4.966,484.071,489.036,633.021,Complejo Glaciar HUALAIHUÉ || Rio Vodudahue-5,-72.33189775,-42.56653776
1838,116.094,76.477,39.618,11.148,12.843,103.251,10.742,80.606,22.369,0.86,12.259,13.119,34.628,79.349,2.118,10.872,23.756,86.691,3.529,3.44,22.433,25.874,84.355,5.777,3.602,22.36,25.963,28.137,43.707,17.582,9.898,44.908,54.806,37.816,15.789,16.024,46.465,62.489,17.906,19.01,1.03,78.148,79.178,97.158,Complejo Glaciar HUALAIHUÉ || Rio Vodudahue-6,-72.32489228,-42.5464827
1880,557.593,239.133,318.46,95.793,78.054,479.539,98.031,283.882,169.207,4.356,100.148,104.504,269.355,264.424,23.814,74.501,194.854,300.907,38.017,26.645,192.023,218.669,295.627,31.925,14.292,215.749,230.04,247.674,248.266,26.621,90.675,192.032,282.706,169.426,169.515,14.551,204.101,218.652,96.839,39.591,51.327,369.836,421.163,409.427,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-1,-72.11883485,-42.55289164
1893,259.439,191.558,67.881,14.178,9.936,249.503,15.427,199.052,41.747,2.409,16.23,18.639,57.978,197.665,3.796,17.512,40.466,204.746,10.431,3.991,40.271,44.262,198.987,9.749,7.787,42.915,50.702,52.665,107.982,30.035,39.89,81.532,121.422,79.78,68.092,25.712,85.855,111.567,13.57,31.057,2.344,212.468,214.812,243.525,Complejo Glaciar HUALAIHUÉ || Rio Vodudahue-7,-72.31467393,-42.53283624
1902,453.327,361.282,92.045,11.731,31.803,421.524,14.552,369.235,69.305,1.508,13.279,14.787,82.585,366.689,4.053,37.332,45.252,389.988,14.033,5.561,43.745,49.306,383.989,11.56,8.577,49.2,57.778,60.761,229.448,60.793,67.871,95.215,163.086,214.678,82.641,58.215,97.793,156.008,36.465,85.722,11.042,320.099,331.141,405.821,Complejo Glaciar HUALAIHUÉ || Rio Vodudahue-8,-72.34099889,-42.52788798
1923,3.047,1.71,1.337,0,0.973,2.075,0,1.799,1.248,0,0,0,1.248,1.759,0.041,0.689,0.559,2.269,0.178,0.122,0.478,0.6,2.261,0.13,0.162,0.494,0.657,0.624,2.504,0.097,0.081,0.365,0.446,1.24,1.345,0,0.462,0.462,1.11,0.178,0.016,1.743,1.759,1.921,Complejo Glaciar HUALAIHUÉ || Rio Vodudahue-9,-72.20046379,-42.51199535
1933,5853.763,3721.555,2132.208,513.424,524.881,5328.881,603.789,3895.963,1331.64,59.613,566.546,626.159,1898.186,3830.817,124.76,550.091,1348.095,4171.926,208.982,162.749,1310.106,1472.855,4103.314,231.36,216.569,1302.519,1519.088,1533.88,2129.271,637.243,820.22,2267.029,3087.249,1956.964,992.527,731.161,2173.11,2904.272,653.357,835.466,95.485,4269.455,4364.94,5104.921,Complejo Glaciar CHAITÉN-HUALAIHUÉ || Costeras del fiordo Coman-/Costeras Entre Rio Huequi y Rio Pillan (Incluido)/Rio Re¤ihue hasta junta Rio Cipreses,-72.32083736,-42.60355439
1935,262.669,144.454,118.215,13.963,24.097,238.572,49.485,168.357,77.468,1.047,15.797,16.844,93.266,163.367,6.037,40.057,53.209,170.969,32.454,4.99,54.256,59.245,162.134,13.826,8.73,77.98,86.71,91.805,95.245,10.11,49.03,108.284,157.314,68.746,75.529,7.497,110.896,118.393,32.682,11.343,41.185,177.46,218.645,188.803,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-2,-72.09465065,-42.51769523
1937,458.23,343.202,115.028,15.675,21.305,436.925,16.51,367.323,66.641,4.446,19.82,24.266,86.462,362.349,9.419,38.773,47.689,378.851,22.271,10.263,46.845,57.108,362.568,26.546,14.222,54.894,69.116,81.44,160.949,67.875,51.121,178.286,229.407,137.096,74.974,80.88,165.281,246.161,30.66,53.644,5.152,368.775,373.927,422.419,Complejo Glaciar HUALAIHUÉ || Rio Vodudahue-10,-72.29284438,-42.51692183
1940,3.904,3.494,0.411,0,3.365,0.539,0,3.534,0.37,0,0,0,0.37,3.534,0,0.282,0.089,3.615,0.201,0,0.089,0.089,3.582,0.032,0.064,0.225,0.29,0.258,3.904,0,0,0,0,3.639,0.266,0,0,0,3.454,0.37,0.008,0.072,0.081,0.443,Complejo Glaciar HUALAIHUÉ || Rio Vodudahue-11,-72.20751109,-42.50104868
1945,2103.902,969.533,1134.368,402.016,188.815,1915.086,461.614,1108.124,554.151,23.226,418.401,441.627,972.552,1065.536,65.814,200.314,772.238,1124.679,141.171,67.737,770.315,838.052,1075.274,117.142,76.834,834.651,911.486,951.794,747.592,164.746,281.093,910.471,1191.564,593.445,435.24,158.318,916.898,1075.217,258.817,155.145,136.083,1553.857,1689.94,1709.002,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue/Rio Vodudahue-2,-72.18910402,-42.52812055
1978,3.285,2.136,1.149,0,2.087,1.198,0,2.136,1.149,0,0,0,1.149,2.136,0,1.149,0,3.188,0.098,0,0,0,2.951,0.236,0.008,0.09,0.098,0.326,3.285,0,0,0,0,3.285,0,0,0,0,2.103,1.044,0,0.139,0.139,1.182,Complejo Glaciar HUALAIHUÉ || Costeras entre Rio Negro y Rio Vodudahue-1,-72.38374508,-42.45549727
1986,2.214,2.073,0.142,0,2.214,0,0,2.106,0.108,0,0,0,0.108,2.073,0.033,0.092,0.017,2.164,0,0.05,0,0.05,2.189,0.025,0,0,0,0.025,2.214,0,0,0,0,2.214,0,0,0,0,2.214,0,0,0,0,0,Complejo Glaciar HUALAIHUÉ || Costeras entre Rio Negro y Rio Vodudahue-2,-72.38179359,-42.45266436
2008,5.351,4.142,1.209,0,2.369,2.982,0,4.861,0.49,0,0,0,0.49,4.861,0,0.474,0.016,4.223,1.111,0,0.016,0.016,4.166,0.057,0.376,0.752,1.127,0.809,5.351,0,0,0,0,2.769,2.581,0,0,0,2.712,0.359,0.302,1.977,2.279,2.336,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-3,-72.16307977,-42.44695185
2010,271.729,113.457,158.273,66.961,35.16,236.569,50.277,131.268,67.439,3.051,69.971,73.022,137.41,123.908,10.411,29.374,108.036,135.106,18.176,15.198,103.249,118.447,130.042,20.262,5.615,115.81,121.425,136.072,113.091,24.132,24.157,110.349,134.505,68.527,68.721,17.259,117.222,134.481,43.567,6.865,39.363,181.935,221.298,188.799,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-4,-72.16089018,-42.45732649
2017,143.977,109.944,34.033,3.148,19.803,124.174,2.572,114.057,24.638,0.957,4.324,5.281,28.963,113.141,1.874,10.741,18.221,118.706,5.176,2.953,17.142,20.095,115.664,5.995,4.778,17.54,22.318,23.535,60.31,24.971,9.362,49.334,58.696,44.896,24.776,19.317,54.988,74.305,24.476,17.686,1.395,100.42,101.815,118.106,Complejo Glaciar HUALAIHUÉ || Costeras entre Rio Negro y Rio Vodudahue/Rio Barcelo en junta con Rio Vodudahue-1,-72.31970252,-42.4461621
2048,19.577,5.14,14.437,0.252,4.579,14.998,0,6.328,12.786,0.138,0.325,0.464,13.111,5.645,0.821,6.482,6.629,10.492,1.635,1.228,6.222,7.45,8.922,2.798,0.618,7.239,7.857,10.037,18.561,0.667,0.203,0.146,0.35,18.398,0.366,0.813,0,0.813,4.937,4.319,0.317,10.004,10.321,14.323,Complejo Glaciar HUALAIHUÉ || Costeras entre Rio Negro y Rio Vodudahue-3,-72.36621034,-42.42934004
2052,75.205,47.031,28.175,1.818,3.141,72.064,1.323,49.75,23.329,0.13,1.997,2.127,25.325,48.93,0.95,9.318,16.007,52.396,5.852,0.942,16.015,16.957,49.839,3.498,1.981,19.887,21.868,23.385,28.296,4.31,14.278,28.321,42.599,16.129,26.446,6.291,26.34,32.631,4.448,6.161,1.266,63.33,64.596,69.491,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-5,-72.18855449,-42.43829564
2056,1.035,0.658,0.376,0,0.549,0.486,0.102,0.666,0.368,0,0,0,0.368,0.666,0,0.157,0.212,0.666,0.157,0.008,0.204,0.212,0.666,0.008,0.024,0.337,0.361,0.345,0.776,0.024,0.039,0.196,0.235,0.635,0.18,0.024,0.196,0.219,0.564,0.031,0.016,0.423,0.439,0.455,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-6,-72.26051953,-42.42831598
2057,24.706,18.825,5.881,0,6.229,18.477,0,19.174,5.533,0,0,0,5.533,19.02,0.154,2.576,2.957,21.434,0.162,0.575,2.535,3.111,20.624,1.385,0.105,2.592,2.697,3.977,19.595,0.381,4.083,0.648,4.731,16.962,6.715,0.3,0.729,1.029,6.351,2.09,0.454,15.812,16.266,17.902,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-7,-72.25976386,-42.43201655
2082,3.745,3.737,0.008,0,3.728,0.016,0,3.737,0.008,0,0,0,0.008,3.737,0,0.008,0,3.745,0,0,0,0,3.745,0,0,0,0,0,3.745,0,0,0,0,3.745,0,0,0,0,3.728,0.016,0,0,0,0.016,Complejo Glaciar HUALAIHUÉ || Costeras entre Rio Negro y Rio Vodudahue-4,-72.35624425,-42.42214977
2084,2978.218,1296.863,1681.354,626.47,449.439,2528.779,621.358,1491.292,824.81,21.276,640.841,662.116,1465.65,1436.601,75.967,208.069,1257.581,1410.067,234.603,69.849,1263.7,1333.548,1363.028,116.888,111.824,1386.478,1498.302,1503.366,1297.391,96.382,398.513,1185.932,1584.445,760.56,935.344,53.806,1228.508,1282.314,547.761,88.56,241.354,2100.543,2341.897,2189.103,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-8,-72.05196769,-42.47647303
2095,86.921,48.413,38.508,6.59,5.058,81.863,6.517,50.796,28.993,0.138,6.995,7.133,35.987,50.472,0.462,17.151,18.837,57.839,9.783,0.624,18.675,19.299,54.419,4.045,4.158,24.3,28.458,28.344,25.061,7.019,13.09,41.75,54.84,15.643,22.508,7.497,41.272,48.769,8.843,2.286,8.081,67.711,75.792,69.997,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-9,-72.17573711,-42.42905186
2098,43.335,33.361,9.974,1.61,17.225,26.11,1.219,36.141,5.284,0.138,1.772,1.91,7.056,35.906,0.374,1.545,5.511,33.524,3.926,0.008,5.877,5.885,33.41,0.122,2.382,7.422,9.804,7.544,39.1,0.122,2.536,1.577,4.113,19.217,22.42,0.041,1.658,1.699,19.64,2.13,3.682,17.884,21.566,20.013,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-10,-72.0371831,-42.4300645
2100,1.684,1.684,0,0,1.684,0,0,1.684,0,0,0,0,0,1.684,0,0,0,1.684,0,0,0,0,1.684,0,0,0,0,0,1.684,0,0,0,0,1.684,0,0,0,0,1.684,0,0,0,0,0,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-11,-72.33425983,-42.41444276
2121,25.249,21.549,3.7,0,2.667,22.582,0,22.111,3.139,0,0,0,3.139,22.046,0.065,2.383,0.756,23.005,1.423,0.106,0.716,0.821,22.542,0.569,0.716,1.423,2.139,1.992,19.915,0.122,5.188,0.024,5.213,18.11,6.993,0.146,0,0.146,2.952,1.317,2.854,18.126,20.98,19.443,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-12,-72.16019679,-42.41723061
2133,14.049,3.713,10.337,0.501,2.596,11.453,0,4.853,8.59,0.032,0.574,0.607,9.164,4.505,0.38,1.432,7.732,4.821,1.116,0.841,7.271,8.113,4.287,1.375,0.72,7.668,8.388,9.043,12.99,0.679,0.348,0.032,0.38,12.278,1.06,0.704,0.008,0.712,2.766,1.019,0.324,9.94,10.264,10.96,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-13,-72.23866965,-42.41149675
2142,36.188,12.455,23.733,8.049,2.312,33.876,7.457,14.532,13.169,0.203,8.284,8.487,21.453,13.761,0.974,4.252,17.202,14.93,3.083,0.795,17.38,18.175,14.118,1.607,3.083,17.38,20.463,18.987,6.442,2.069,3.254,24.423,27.677,3.57,6.126,2.434,24.058,26.492,3.319,0.122,2.223,30.525,32.748,30.646,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-14,-72.16604637,-42.41463702
2153,480.876,275.738,205.138,87.229,54.58,426.296,106.25,284.324,108.99,0.146,87.416,87.562,196.406,281.535,2.935,50.859,145.547,317.946,14.448,6.429,142.053,148.482,308.712,15.664,12.048,144.453,156.5,160.116,150.736,35.762,45.24,249.138,294.378,114.43,81.546,37.635,247.265,284.9,65.306,32.722,4.119,378.729,382.848,411.451,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-15,-72.24472081,-42.42204532
2209,5.968,3.835,2.133,0,0.892,5.076,0,4.071,1.897,0,0,0,1.897,4.03,0.041,0.365,1.533,4.168,0.227,0.057,1.516,1.573,3.933,0.292,0.065,1.678,1.743,1.97,3.698,0.081,1.638,0.551,2.189,4.152,1.184,0.487,0.146,0.632,1.005,0.527,0.259,4.176,4.435,4.703,Complejo Glaciar HUALAIHUÉ || Costeras entre Rio Negro y Rio Vodudahue-5,-72.35964869,-42.38729279
2211,137.259,71.177,66.082,17.681,13.599,123.66,16.196,80.103,32.075,3.197,21.884,25.081,53.959,78.796,4.503,19.774,34.185,89.637,8.934,6.783,31.905,38.688,80.89,15.53,1.882,38.956,40.838,54.486,53.172,10.354,9.421,64.313,73.733,33.836,28.757,8.114,66.552,74.666,16.261,8.163,2.905,109.93,112.835,118.093,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-16,-72.19510355,-42.40065739
